stars,user_id,business_id,name,name,stars,review_count,latitude,longitude
5,X2UN4iSLBvU5XwEqLd-w-g,mPKgBVRNkdeZ2-SaXi6uKA,Kris,Shawarma Stop,4.5,65,43.8513,-79.3539
5,msIAvV5K_4TJqnbFup4HvQ,mPKgBVRNkdeZ2-SaXi6uKA,Evelyn,Shawarma Stop,4.5,65,43.8513,-79.3539
5,d3EqggaHzuON2t7k1Z30Fg,mPKgBVRNkdeZ2-SaXi6uKA,Eric,Shawarma Stop,4.5,65,43.8513,-79.3539
4,0uiNKu8pN8o5xQrKjhQpfA,mPKgBVRNkdeZ2-SaXi6uKA,Can,Shawarma Stop,4.5,65,43.8513,-79.3539
5,SZ9Y_6lWHwqVLXNm_1qt1A,mPKgBVRNkdeZ2-SaXi6uKA,Deanna,Shawarma Stop,4.5,65,43.8513,-79.3539
4,HMWmzRHhBsAerYEGUw-8Kg,mPKgBVRNkdeZ2-SaXi6uKA,Esther,Shawarma Stop,4.5,65,43.8513,-79.3539
4,MfSNekTssI0xvQVoFhORmA,mPKgBVRNkdeZ2-SaXi6uKA,Alexandra,Shawarma Stop,4.5,65,43.8513,-79.3539
4,Vqp0dpug9Db-kFHO3PkAaQ,mPKgBVRNkdeZ2-SaXi6uKA,Dilys,Shawarma Stop,4.5,65,43.8513,-79.3539
4,etdAg2O1OXYrYHyUK04Nzw,mPKgBVRNkdeZ2-SaXi6uKA,Hafiz,Shawarma Stop,4.5,65,43.8513,-79.3539
5,KpoL35RESZaVDtLSLRcFcw,mPKgBVRNkdeZ2-SaXi6uKA,Masrour,Shawarma Stop,4.5,65,43.8513,-79.3539
4,9Db1jDxwRaPFDVXZSFH_DA,mPKgBVRNkdeZ2-SaXi6uKA,Aadil,Shawarma Stop,4.5,65,43.8513,-79.3539
5,WcmYD2yy78lkbeabpUyliw,mPKgBVRNkdeZ2-SaXi6uKA,Maira,Shawarma Stop,4.5,65,43.8513,-79.3539
4,nUN2FOWj4G3ZmyCeDkq-FA,mPKgBVRNkdeZ2-SaXi6uKA,Bianca,Shawarma Stop,4.5,65,43.8513,-79.3539
4,0q28qORXETfGXMuTeOBmkA,mPKgBVRNkdeZ2-SaXi6uKA,Jon,Shawarma Stop,4.5,65,43.8513,-79.3539
5,4jq_rYa4LZK9kPNfWiOA7A,mPKgBVRNkdeZ2-SaXi6uKA,Pinky,Shawarma Stop,4.5,65,43.8513,-79.3539
4,keLUgL_4y60BkppiAsIk8Q,mPKgBVRNkdeZ2-SaXi6uKA,Hazel,Shawarma Stop,4.5,65,43.8513,-79.3539
5,IKYblSTM2VsIkfXTPjPfLw,mPKgBVRNkdeZ2-SaXi6uKA,Andy,Shawarma Stop,4.5,65,43.8513,-79.3539
5,1aNGMn-dmsN2UFWgnIgeaQ,mPKgBVRNkdeZ2-SaXi6uKA,Liloo,Shawarma Stop,4.5,65,43.8513,-79.3539
4,5DCrTNKPpGBOJORIRu7SYQ,mPKgBVRNkdeZ2-SaXi6uKA,Harley,Shawarma Stop,4.5,65,43.8513,-79.3539
5,QfK0i-VGlY9WbuO8_o5GjA,mPKgBVRNkdeZ2-SaXi6uKA,James,Shawarma Stop,4.5,65,43.8513,-79.3539
5,HLVmrjOsgdJ48Hqu0BaWBA,mPKgBVRNkdeZ2-SaXi6uKA,Bernard,Shawarma Stop,4.5,65,43.8513,-79.3539
4,YvzoOqfBProz9SveFwJYOw,mPKgBVRNkdeZ2-SaXi6uKA,Wei,Shawarma Stop,4.5,65,43.8513,-79.3539
5,FnFFtrjIZxu1RAjoPbsRRQ,mPKgBVRNkdeZ2-SaXi6uKA,Nabia,Shawarma Stop,4.5,65,43.8513,-79.3539
5,SCpF9u-OoNlHnmAsltiVrg,mPKgBVRNkdeZ2-SaXi6uKA,Annie,Shawarma Stop,4.5,65,43.8513,-79.3539
4,teNEVhEFfx3A5f3pOdnuMw,mPKgBVRNkdeZ2-SaXi6uKA,Kent,Shawarma Stop,4.5,65,43.8513,-79.3539
5,LYMtGy578k35MqYVdjONng,mPKgBVRNkdeZ2-SaXi6uKA,Aman,Shawarma Stop,4.5,65,43.8513,-79.3539
5,IWXbOWV_cJC_wV56GdxLqQ,mPKgBVRNkdeZ2-SaXi6uKA,tracy,Shawarma Stop,4.5,65,43.8513,-79.3539
5,mhKnjMn2AoYYVetQPLifDw,mPKgBVRNkdeZ2-SaXi6uKA,Brian,Shawarma Stop,4.5,65,43.8513,-79.3539
5,LZGtf1QrNeX2ZPU68EzV1g,mPKgBVRNkdeZ2-SaXi6uKA,Felix,Shawarma Stop,4.5,65,43.8513,-79.3539
5,cG_U-0edCFPLPH3gs6ebJw,mPKgBVRNkdeZ2-SaXi6uKA,Romy,Shawarma Stop,4.5,65,43.8513,-79.3539
5,-s1vboE3TrHcieEsKh0kJQ,mPKgBVRNkdeZ2-SaXi6uKA,T Money,Shawarma Stop,4.5,65,43.8513,-79.3539
4,AghKXr53xNvKjh_A5Ur1GQ,mPKgBVRNkdeZ2-SaXi6uKA,Marcie,Shawarma Stop,4.5,65,43.8513,-79.3539
5,ldhOnma15cf7vmfsPby7BA,mPKgBVRNkdeZ2-SaXi6uKA,John,Shawarma Stop,4.5,65,43.8513,-79.3539
4,K6k2XvltVKCqQ0VmzTNQpA,mPKgBVRNkdeZ2-SaXi6uKA,Jason,Shawarma Stop,4.5,65,43.8513,-79.3539
4,puTI2HTposBAw95DG0LIIw,mPKgBVRNkdeZ2-SaXi6uKA,Jac,Shawarma Stop,4.5,65,43.8513,-79.3539
5,V3MobZ-Bvg-hnp7Y-QPcOg,mPKgBVRNkdeZ2-SaXi6uKA,Aarani,Shawarma Stop,4.5,65,43.8513,-79.3539
5,wkGMwEueV2OF2beg4R5MTg,mPKgBVRNkdeZ2-SaXi6uKA,Patryk,Shawarma Stop,4.5,65,43.8513,-79.3539
5,PBV_oQCoABX958-zjiLGwQ,mPKgBVRNkdeZ2-SaXi6uKA,Stanoi,Shawarma Stop,4.5,65,43.8513,-79.3539
5,_ygSInE7AXRZkYmmFVTDlQ,mPKgBVRNkdeZ2-SaXi6uKA,Ali,Shawarma Stop,4.5,65,43.8513,-79.3539
5,cKldUl-7dbe2SEp5k1QFYQ,mPKgBVRNkdeZ2-SaXi6uKA,Mercedes,Shawarma Stop,4.5,65,43.8513,-79.3539
4,GUsHNAwvZ8bGjdyBloIXXQ,mPKgBVRNkdeZ2-SaXi6uKA,Chelsea,Shawarma Stop,4.5,65,43.8513,-79.3539
5,XXomb4TiYeNT-KcO3tht9A,mPKgBVRNkdeZ2-SaXi6uKA,Jose,Shawarma Stop,4.5,65,43.8513,-79.3539
5,REHuJXXApLHlfCEUbKKipQ,mPKgBVRNkdeZ2-SaXi6uKA,Mariann,Shawarma Stop,4.5,65,43.8513,-79.3539
5,LB5ViGU59ww2XRCx803t0w,mPKgBVRNkdeZ2-SaXi6uKA,Shahin,Shawarma Stop,4.5,65,43.8513,-79.3539
5,a1fX38MG0DHOUM7WXEVoJg,mPKgBVRNkdeZ2-SaXi6uKA,John,Shawarma Stop,4.5,65,43.8513,-79.3539
5,jJ73PLYoC-K14KcadVrYCw,mPKgBVRNkdeZ2-SaXi6uKA,Iulia,Shawarma Stop,4.5,65,43.8513,-79.3539
4,UoQxAbXnlVzz3QVasqvACw,mPKgBVRNkdeZ2-SaXi6uKA,Kevin,Shawarma Stop,4.5,65,43.8513,-79.3539
5,AM5UQxWpJlAVj7ifGvq-PQ,mPKgBVRNkdeZ2-SaXi6uKA,James ,Shawarma Stop,4.5,65,43.8513,-79.3539
5,TrSM8ON_YdVASOJmMbwnGA,mPKgBVRNkdeZ2-SaXi6uKA,Tiffany,Shawarma Stop,4.5,65,43.8513,-79.3539
5,p4Sa6Yutm3j3boI-ylG0KQ,rXVLgV4Og3l98OTy6N2dJw,Trinity,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,47o3g8bBfB502lG9yO3A1g,rXVLgV4Og3l98OTy6N2dJw,Denis,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,lv7Ukoy2d-o4BhwG32m7Yg,rXVLgV4Og3l98OTy6N2dJw,Willie,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,ReA_LiGp7PIBCeEMWzxWoA,rXVLgV4Og3l98OTy6N2dJw,Gordon,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,gnT-tmrXE3BupwTODOREvQ,rXVLgV4Og3l98OTy6N2dJw,Lester,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,X6oTSHKI9SdrhjAj1CwpLA,rXVLgV4Og3l98OTy6N2dJw,Alice,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,4pcbl7xoOtobf6fz0ZhdtA,rXVLgV4Og3l98OTy6N2dJw,Ricky,Wonton Chai Noodle,4,59,43.8562,-79.3034
5,ZJmyOixOI0woGzlqsgsmZg,rXVLgV4Og3l98OTy6N2dJw,Samuel,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,UkB9kdjwXHqdWC59qteUjg,rXVLgV4Og3l98OTy6N2dJw,Michele,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,GcN4HdBO68mdcS2s2svDuA,rXVLgV4Og3l98OTy6N2dJw,Vesta,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,7cHcDwzMSJMRaI_pgFNeZQ,rXVLgV4Og3l98OTy6N2dJw,Michelle,Wonton Chai Noodle,4,59,43.8562,-79.3034
5,FNyEz_Tx1EBFqIn0s-7kVw,rXVLgV4Og3l98OTy6N2dJw,Emily,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,_vjl6gxElf7hgrGnmh3I3A,rXVLgV4Og3l98OTy6N2dJw,Matt,Wonton Chai Noodle,4,59,43.8562,-79.3034
5,jI43jHCXx1R-gg_vYcQWww,rXVLgV4Og3l98OTy6N2dJw,Jennifer,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,5fgGVSTsf3br8tckfbDOLw,rXVLgV4Og3l98OTy6N2dJw,Kat,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,AghKXr53xNvKjh_A5Ur1GQ,rXVLgV4Og3l98OTy6N2dJw,Marcie,Wonton Chai Noodle,4,59,43.8562,-79.3034
5,N0evBQXJjifCDGfSSeLFCg,rXVLgV4Og3l98OTy6N2dJw,Ernest,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,9asjf21ca00DlqFodks_DA,rXVLgV4Og3l98OTy6N2dJw,Liv,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,2Rw4bXIrKd94be-BXMzoyw,rXVLgV4Og3l98OTy6N2dJw,Jo Jo,Wonton Chai Noodle,4,59,43.8562,-79.3034
5,088ICGWrFMiVAzD5vS0cRQ,rXVLgV4Og3l98OTy6N2dJw,Whitney,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,WWkppGMuWn2uGcGpT4naHg,rXVLgV4Og3l98OTy6N2dJw,Tommy,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,6VWcSinzrX70zwLf1vopHQ,rXVLgV4Og3l98OTy6N2dJw,Evanna,Wonton Chai Noodle,4,59,43.8562,-79.3034
5,DdDGvM9IsVWgUvJKZj6_Vw,rXVLgV4Og3l98OTy6N2dJw,Victor,Wonton Chai Noodle,4,59,43.8562,-79.3034
5,d3EqggaHzuON2t7k1Z30Fg,rXVLgV4Og3l98OTy6N2dJw,Eric,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,ZXae3RfkH1LnKX0UjXNj3Q,rXVLgV4Og3l98OTy6N2dJw,Bonnie,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,6dp7adGwTZxJvuTMybz62Q,rXVLgV4Og3l98OTy6N2dJw,Bernice,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,GQ8l3o7-_jL0WNHUkNlhJA,rXVLgV4Og3l98OTy6N2dJw,Alex,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,flV6Cp3M2vHcqFBcCrGS1A,rXVLgV4Og3l98OTy6N2dJw,Jennifer,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,By9qnb2xvnlh4wY7qOtKVg,rXVLgV4Og3l98OTy6N2dJw,Felix,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,zrnrTczWS4XBGPvrVbhDJg,rXVLgV4Og3l98OTy6N2dJw,Mi,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,jG7130OQWiftvHhtyabsog,rXVLgV4Og3l98OTy6N2dJw,Jason,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,bg5vTRlwgqedlW2EUgJZyw,rXVLgV4Og3l98OTy6N2dJw,Allyson,Wonton Chai Noodle,4,59,43.8562,-79.3034
5,snuAwqJy_dUpXcWMFsV6hA,rXVLgV4Og3l98OTy6N2dJw,Ssutu,Wonton Chai Noodle,4,59,43.8562,-79.3034
5,6btMczuTVuoJnmarbkWP_A,rXVLgV4Og3l98OTy6N2dJw,Lo,Wonton Chai Noodle,4,59,43.8562,-79.3034
5,GY9qA3QzIHWbRq7REbsD6A,rXVLgV4Og3l98OTy6N2dJw,Hansen,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,BP4ZKnXMDkBZ5Z1tBfGHQg,rXVLgV4Og3l98OTy6N2dJw,Janice,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,2e5V6M4GNufEnbGJpVdCjw,rXVLgV4Og3l98OTy6N2dJw,Chris,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,dPMW6SSqDIGp-8FkbO2_0A,rXVLgV4Og3l98OTy6N2dJw,Jason,Wonton Chai Noodle,4,59,43.8562,-79.3034
5,tVq3-awIMYQ-csIFBaDI8g,rXVLgV4Og3l98OTy6N2dJw,Maggie,Wonton Chai Noodle,4,59,43.8562,-79.3034
5,S9iUZB6rA_GvgUGgXr6q3w,rXVLgV4Og3l98OTy6N2dJw,Jason,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,BqAMAM9wkjUyOJzqYOHg5g,rXVLgV4Og3l98OTy6N2dJw,Daphne,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,VKzZOG8XnOFuGQH51zWkdA,rXVLgV4Og3l98OTy6N2dJw,Suehoa,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,qr06IGEdVEIQmyv-NZe-og,rXVLgV4Og3l98OTy6N2dJw,Samantha,Wonton Chai Noodle,4,59,43.8562,-79.3034
4,Y1N7LPhi3xAq3UBLKWpWNQ,H97gae0HLwN876RhZ2q3Ng,Anthony,Pizza Nova,4,3,43.9051,-79.2678
5,ap7sJFiEZ2XZV5EKXikOMA,H97gae0HLwN876RhZ2q3Ng,Sameh,Pizza Nova,4,3,43.9051,-79.2678
5,0_iROv6FL4KCveV916IpTA,1_rqZz1K5Uoq2RvZlINfgA,Rita,Cho Sun Ok,4,195,43.8068,-79.4219
5,2dshzGEdkVbd9A7QQUnQbg,1_rqZz1K5Uoq2RvZlINfgA,Lisa,Cho Sun Ok,4,195,43.8068,-79.4219
4,QPJJohtGqkMkaN0Gt3TRIg,1_rqZz1K5Uoq2RvZlINfgA,Cherrie,Cho Sun Ok,4,195,43.8068,-79.4219
4,gfedTty10rB_wIxSa5dhsA,1_rqZz1K5Uoq2RvZlINfgA,Tina,Cho Sun Ok,4,195,43.8068,-79.4219
4,3s5PVoDWRiMSUOfyGWd4jg,1_rqZz1K5Uoq2RvZlINfgA,J,Cho Sun Ok,4,195,43.8068,-79.4219
4,CY5yCvzJpkgsQUnO-S1Mtw,1_rqZz1K5Uoq2RvZlINfgA,Kenneth,Cho Sun Ok,4,195,43.8068,-79.4219
4,i7QG1ixeuFwpemeLvmRKHA,1_rqZz1K5Uoq2RvZlINfgA,Peter,Cho Sun Ok,4,195,43.8068,-79.4219
4,O3q-nwYZykMmacxjru01Zg,1_rqZz1K5Uoq2RvZlINfgA,Alice,Cho Sun Ok,4,195,43.8068,-79.4219
5,OEGQGXcPW5HMrxI7qpBrkg,1_rqZz1K5Uoq2RvZlINfgA,Chris,Cho Sun Ok,4,195,43.8068,-79.4219
4,QQZuDyn79ciJCig5s6hmxw,1_rqZz1K5Uoq2RvZlINfgA,Michy,Cho Sun Ok,4,195,43.8068,-79.4219
5,WNw6skD31pvrwlxnv2Vclg,1_rqZz1K5Uoq2RvZlINfgA,Barbara,Cho Sun Ok,4,195,43.8068,-79.4219
5,urwJXMobczuami4TTLtY3A,1_rqZz1K5Uoq2RvZlINfgA,Annie,Cho Sun Ok,4,195,43.8068,-79.4219
4,c69oTwHa-J35Ftx1ventvQ,1_rqZz1K5Uoq2RvZlINfgA,Wincy,Cho Sun Ok,4,195,43.8068,-79.4219
5,56_DKQpK4tT0rWLt4-DZOQ,1_rqZz1K5Uoq2RvZlINfgA,Sam,Cho Sun Ok,4,195,43.8068,-79.4219
5,RfEEvLqVAaf_qBqctJh2Nw,1_rqZz1K5Uoq2RvZlINfgA,Preeti,Cho Sun Ok,4,195,43.8068,-79.4219
5,QgN40dLROlayeDfUKPI-uw,1_rqZz1K5Uoq2RvZlINfgA,Yu,Cho Sun Ok,4,195,43.8068,-79.4219
4,gNLzkj2hS1vyPhc7pK8JWQ,1_rqZz1K5Uoq2RvZlINfgA,Simon,Cho Sun Ok,4,195,43.8068,-79.4219
4,jlu4CztcSxrKx56ba1a5AQ,1_rqZz1K5Uoq2RvZlINfgA,Kristy,Cho Sun Ok,4,195,43.8068,-79.4219
4,IqoCF5ZqZ-BkWRMQ7B6CGw,1_rqZz1K5Uoq2RvZlINfgA,Esther,Cho Sun Ok,4,195,43.8068,-79.4219
4,U5YQX_vMl_xQy8EQDqlNQQ,1_rqZz1K5Uoq2RvZlINfgA,Stephanie,Cho Sun Ok,4,195,43.8068,-79.4219
4,HyXK2GNR9i4SWpLQGOqQYQ,1_rqZz1K5Uoq2RvZlINfgA,Lynn,Cho Sun Ok,4,195,43.8068,-79.4219
4,SxMBY64n31UHPjxzIastUg,1_rqZz1K5Uoq2RvZlINfgA,Joanne,Cho Sun Ok,4,195,43.8068,-79.4219
4,Ouu5ycmS2EOtqPbk6JZvTw,1_rqZz1K5Uoq2RvZlINfgA,P,Cho Sun Ok,4,195,43.8068,-79.4219
4,r_riNzzNGfE51YyDeWEySA,1_rqZz1K5Uoq2RvZlINfgA,Michelle,Cho Sun Ok,4,195,43.8068,-79.4219
4,Mu-gR5HkYb5b1nSSZUeCpg,1_rqZz1K5Uoq2RvZlINfgA,jen,Cho Sun Ok,4,195,43.8068,-79.4219
5,mu0HokS1Ly9_QZDRHEPQ8A,1_rqZz1K5Uoq2RvZlINfgA,Sarah,Cho Sun Ok,4,195,43.8068,-79.4219
4,3yMtpQ_wV4ZGg6E69uE1PQ,1_rqZz1K5Uoq2RvZlINfgA,David,Cho Sun Ok,4,195,43.8068,-79.4219
4,RU1sn0X5YE6ir04Bp-hWPA,1_rqZz1K5Uoq2RvZlINfgA,Ron,Cho Sun Ok,4,195,43.8068,-79.4219
4,tSbOUNyNdX_S0iI2NzDX1Q,1_rqZz1K5Uoq2RvZlINfgA,Timothy,Cho Sun Ok,4,195,43.8068,-79.4219
5,EupLI-D8ibh6rhO707RL1g,1_rqZz1K5Uoq2RvZlINfgA,Serena,Cho Sun Ok,4,195,43.8068,-79.4219
5,sccPVgHWRAww1atzaOfOYQ,1_rqZz1K5Uoq2RvZlINfgA,Jen,Cho Sun Ok,4,195,43.8068,-79.4219
4,Ip7GdJmVv1Ju0fsol7y5mQ,1_rqZz1K5Uoq2RvZlINfgA,Avery,Cho Sun Ok,4,195,43.8068,-79.4219
4,nGNaJkd0Fv-cl5ddMBrvHg,1_rqZz1K5Uoq2RvZlINfgA,Mandy,Cho Sun Ok,4,195,43.8068,-79.4219
4,ubtGaQ1KI3M9fc6FT4QnnA,1_rqZz1K5Uoq2RvZlINfgA,Kiki,Cho Sun Ok,4,195,43.8068,-79.4219
5,vKq3z4CFKdclZjGJelMM0g,1_rqZz1K5Uoq2RvZlINfgA,Andrew,Cho Sun Ok,4,195,43.8068,-79.4219
5,29V64ITPufPnpu4EUIrZCw,1_rqZz1K5Uoq2RvZlINfgA,Brian,Cho Sun Ok,4,195,43.8068,-79.4219
4,zWWcik1fRPZviBCQLC26FQ,1_rqZz1K5Uoq2RvZlINfgA,David,Cho Sun Ok,4,195,43.8068,-79.4219
4,RhCmG5FernPxZLAhE4z49Q,1_rqZz1K5Uoq2RvZlINfgA,B,Cho Sun Ok,4,195,43.8068,-79.4219
4,pBpZxk9mhQ8lV5m3Ol-70A,1_rqZz1K5Uoq2RvZlINfgA,Anna,Cho Sun Ok,4,195,43.8068,-79.4219
4,bLyJ4xfVQALTjkcDJy7vLw,1_rqZz1K5Uoq2RvZlINfgA,Charrolete,Cho Sun Ok,4,195,43.8068,-79.4219
4,9Dv1e0MjnVf9bDlfzmyLRg,1_rqZz1K5Uoq2RvZlINfgA,Krista,Cho Sun Ok,4,195,43.8068,-79.4219
5,c7-PxWDAbhNi6C2PRkMJTA,1_rqZz1K5Uoq2RvZlINfgA,Anna,Cho Sun Ok,4,195,43.8068,-79.4219
4,veqfgg2AkKs_L70fx1Quag,1_rqZz1K5Uoq2RvZlINfgA,Gary,Cho Sun Ok,4,195,43.8068,-79.4219
4,vKTuZVcOrgLQ9j9Br26I1g,1_rqZz1K5Uoq2RvZlINfgA,C,Cho Sun Ok,4,195,43.8068,-79.4219
4,CxDOIDnH8gp9KXzpBHJYXw,1_rqZz1K5Uoq2RvZlINfgA,Jennifer,Cho Sun Ok,4,195,43.8068,-79.4219
4,XrYTMhY9YJvzX2pMepIz7A,1_rqZz1K5Uoq2RvZlINfgA,Yukie,Cho Sun Ok,4,195,43.8068,-79.4219
5,2xnYnxirJ_6ajbNF2S-fhQ,1_rqZz1K5Uoq2RvZlINfgA,KM,Cho Sun Ok,4,195,43.8068,-79.4219
5,JidV1_UWZl18EHY5JMn_SA,1_rqZz1K5Uoq2RvZlINfgA,Robbie,Cho Sun Ok,4,195,43.8068,-79.4219
5,KAnriA5ESQhk9RetFFIDzw,1_rqZz1K5Uoq2RvZlINfgA,Clement,Cho Sun Ok,4,195,43.8068,-79.4219
5,5df9zzgX96ngUIwjA4oRiw,1_rqZz1K5Uoq2RvZlINfgA,Sandy,Cho Sun Ok,4,195,43.8068,-79.4219
4,7Nq-eNN9v2-7PDQNLbg3Zw,1_rqZz1K5Uoq2RvZlINfgA,Catherine,Cho Sun Ok,4,195,43.8068,-79.4219
4,JJXSupAdowURSZWjo-t7yg,1_rqZz1K5Uoq2RvZlINfgA,Tricia,Cho Sun Ok,4,195,43.8068,-79.4219
4,pCP2eOlfsXG4m55F_M-cCw,1_rqZz1K5Uoq2RvZlINfgA,Sindy,Cho Sun Ok,4,195,43.8068,-79.4219
4,9tnXkKtgW6aPUmjuectIZg,1_rqZz1K5Uoq2RvZlINfgA,Ff,Cho Sun Ok,4,195,43.8068,-79.4219
4,u3oZc0texIYrDZwpq48MQw,1_rqZz1K5Uoq2RvZlINfgA,Christina,Cho Sun Ok,4,195,43.8068,-79.4219
5,6l0uXKSp04vXjH3M7WFR2Q,1_rqZz1K5Uoq2RvZlINfgA,Mida,Cho Sun Ok,4,195,43.8068,-79.4219
4,KcBKiAErgC9mgOagGIoOqw,1_rqZz1K5Uoq2RvZlINfgA,Mian,Cho Sun Ok,4,195,43.8068,-79.4219
5,MRU-pE6LmAEtIImDoACM4A,1_rqZz1K5Uoq2RvZlINfgA,Daniel,Cho Sun Ok,4,195,43.8068,-79.4219
4,RH9T3raqe3z49-Qxx2U9xQ,1_rqZz1K5Uoq2RvZlINfgA,Jessica,Cho Sun Ok,4,195,43.8068,-79.4219
5,hpKjV1msnsZyMeW07Ev4aA,1_rqZz1K5Uoq2RvZlINfgA,Elle,Cho Sun Ok,4,195,43.8068,-79.4219
5,si16nqDwwFn-Y3iMTalJxQ,1_rqZz1K5Uoq2RvZlINfgA,Frances,Cho Sun Ok,4,195,43.8068,-79.4219
4,WSx714tFoxyLma2ZXAbCXQ,1_rqZz1K5Uoq2RvZlINfgA,Charlie,Cho Sun Ok,4,195,43.8068,-79.4219
4,hUQymetZ0Xms6oSqZ1GkcA,1_rqZz1K5Uoq2RvZlINfgA,Miranda,Cho Sun Ok,4,195,43.8068,-79.4219
4,bgS3hxkpXa-Y4U1evSMCJg,1_rqZz1K5Uoq2RvZlINfgA,Nathan,Cho Sun Ok,4,195,43.8068,-79.4219
5,Ib0bRh_oO_j2uXMw2mAiag,1_rqZz1K5Uoq2RvZlINfgA,Mitchell,Cho Sun Ok,4,195,43.8068,-79.4219
4,AuSPHqadM9RCrZnk1i-3mg,1_rqZz1K5Uoq2RvZlINfgA,Wes,Cho Sun Ok,4,195,43.8068,-79.4219
4,clmrlflES5HrXS-gl_YmrQ,1_rqZz1K5Uoq2RvZlINfgA,Ryan,Cho Sun Ok,4,195,43.8068,-79.4219
5,8JLanHhH2dON1aUPWN_jXg,1_rqZz1K5Uoq2RvZlINfgA,Glenn,Cho Sun Ok,4,195,43.8068,-79.4219
4,WEFK9tZ-z3Nt7pg5R-UrHg,1_rqZz1K5Uoq2RvZlINfgA,Arman,Cho Sun Ok,4,195,43.8068,-79.4219
4,0Suzo_S25mTGJfrlcl1CfA,1_rqZz1K5Uoq2RvZlINfgA,C,Cho Sun Ok,4,195,43.8068,-79.4219
4,tVq3-awIMYQ-csIFBaDI8g,1_rqZz1K5Uoq2RvZlINfgA,Maggie,Cho Sun Ok,4,195,43.8068,-79.4219
5,ZTKSgba01lWMKT2RUbCGrg,1_rqZz1K5Uoq2RvZlINfgA,Thomas,Cho Sun Ok,4,195,43.8068,-79.4219
4,h10d7CwjuEtcqL_WumFgmg,1_rqZz1K5Uoq2RvZlINfgA,Ding,Cho Sun Ok,4,195,43.8068,-79.4219
4,AY8Tw52Xhe6_SA-H4VPJfA,1_rqZz1K5Uoq2RvZlINfgA,Tim,Cho Sun Ok,4,195,43.8068,-79.4219
4,qAm0NFzQN34wbW8rLTvTyg,1_rqZz1K5Uoq2RvZlINfgA,Alan,Cho Sun Ok,4,195,43.8068,-79.4219
5,tmdcGp6m6-pHjBJ0pBemrw,1_rqZz1K5Uoq2RvZlINfgA,Christen,Cho Sun Ok,4,195,43.8068,-79.4219
4,Pvc7EaGGTsi4eJGUTp8I9A,1_rqZz1K5Uoq2RvZlINfgA,Lisa,Cho Sun Ok,4,195,43.8068,-79.4219
5,V5zD7BWIIlsQ3XSkUIcHKA,1_rqZz1K5Uoq2RvZlINfgA,Luckygal,Cho Sun Ok,4,195,43.8068,-79.4219
4,cjz1HBP_8cxx4HAeReQFPA,1_rqZz1K5Uoq2RvZlINfgA,Janessa,Cho Sun Ok,4,195,43.8068,-79.4219
4,xSdZWNehUqiLK6M9Lu85jA,1_rqZz1K5Uoq2RvZlINfgA,Calvin,Cho Sun Ok,4,195,43.8068,-79.4219
4,5L6jkxWlbBO3YWP6kQ2VrQ,1_rqZz1K5Uoq2RvZlINfgA,Ell,Cho Sun Ok,4,195,43.8068,-79.4219
4,rUnWDIvD-NxKDNEkr3h4fw,1_rqZz1K5Uoq2RvZlINfgA,Gordon,Cho Sun Ok,4,195,43.8068,-79.4219
4,Y54qLIJWfTt_ozux4zbt-w,1_rqZz1K5Uoq2RvZlINfgA,Jayne,Cho Sun Ok,4,195,43.8068,-79.4219
5,iwDP-y8NJG3Vem2z242LDg,1_rqZz1K5Uoq2RvZlINfgA,CalamityJane,Cho Sun Ok,4,195,43.8068,-79.4219
4,LmWO_u9v7e1vMJlNykjUoA,1_rqZz1K5Uoq2RvZlINfgA,Justine,Cho Sun Ok,4,195,43.8068,-79.4219
4,jwctwzboGhQmtC50Juxa9A,1_rqZz1K5Uoq2RvZlINfgA,Karen,Cho Sun Ok,4,195,43.8068,-79.4219
